,0,1
286,-8114005.105072221,432330.3877999998
287,-7946005.177227778,529325.1914
288,-6476005.8086,-2647254.625344444
289,-7526005.357600001,-1507565.6834999998
290,-11264003.752127776,6664246.516799999
291,-12818003.0847,4894091.351799999
292,-7526005.357600001,917304.4056000003
293,-5762006.11525,-1265078.6745555557
294,-5930006.0431,-1265078.6745555557
295,-6980005.592127779,-367876.7415999999
296,-10004004.2933,1766008.9367999998
297,-8156005.087027777,20102.472699999806
298,-6938005.610172221,-683109.8532000004
299,-12692003.1388,4093884.2224000003
300,-6392005.844672223,-125389.73269999957
301,-4712006.566249999,-804353.3576000001
302,-11684003.571750002,3317925.793855556
303,-9290004.59997222,4021138.1196999997
304,-9122004.672127778,5039583.5571
305,-4796006.530150001,-658861.1522999998
306,-4124006.8188,-949845.5629999997
307,-5468006.241527777,-1580311.7861444445
308,-5174006.3678,-1798550.0942
309,-5846006.0792000005,-1362073.4781
310,-8198005.068999998,92848.57534444497
311,-5930006.0431,-149638.43360000002
312,-7190005.501927776,-1750052.6923999996
313,-9080004.690172223,2493469.963555556
314,-11012003.860372221,2444972.5618
315,-11810003.517627778,4021138.1196999997
316,-7358005.429772222,-2913990.3351555555
317,-6308005.880750001,-901348.1612000001
318,-10424004.112900002,5597303.677600001
319,-5510006.223499999,-925596.8620999999
320,-11810003.51762778,6543003.0124
321,-7442005.3937,-683109.8532000001
322,-8030005.141149999,-925596.8620999999
323,-9920004.3294,1717511.5350444443
324,-6140005.9529,-1531814.3844
325,-5174006.367799999,-343628.0407000002
326,-8030005.141150001,-1119586.4691999997
327,-7736005.267400001,941553.1064999999
328,-7610005.321550001,-1313576.0763000003
329,-7820005.23135,456579.0887000002
330,-5426006.259572221,-2671503.3262
331,-9248004.618,4772847.847300001
332,-11096003.8243,4142381.6241555545
333,-8828004.7984,-28394.929100000194
334,-4964006.458000001,-1677306.5896999997
335,-6728005.7003500005,-3762694.866300001
336,-7778005.2494,-1604560.487
337,-7694005.28545,-1507565.6834999998
338,-4628006.602299999,-1725803.9914999998
339,-7736005.267399999,-513368.9469000003
340,-13742002.687827779,6688495.2177
341,-6434005.826627778,-1992539.7013000003
342,-6224005.916827777,-901348.1612000001
343,-8912004.762327777,4772847.8473000005
344,-7274005.465850001,-1556063.0852555556
345,-10466004.094900003,5427562.7714
346,-4670006.584299999,-1071089.0673999996
347,-9752004.40155,6955230.927499999
348,-5300006.313699999,-1580311.7861444445
349,-6938005.6101722205,965801.8074
350,-10130004.2392,1887252.4413000003
351,-7736005.2674,-1822798.7950555556
352,-9374004.5639,4603106.9410999995
353,-8828004.7984,-707358.5540999998
354,-4712006.566249999,-1531814.3844
355,-9878004.347427776,2226734.2537555555
356,-4922006.47605,-489120.24604444427
357,-7568005.339600001,2008495.9457
358,-8954004.7443,5427562.7714
359,-5006006.439972223,-392125.4425000003
360,-7274005.46585,141345.9770999998
361,-9500004.509800002,1378029.7226000002
362,-9584004.4737,1669014.1333
363,-8786004.816450002,-828602.0585000002
364,-9920004.329399997,3608910.2045444446
365,-11096003.8243,5306319.2669
366,-6854005.646250001,383832.9859999996
367,-7148005.51997222,-4005181.8752444442
368,-4922006.476049999,-1944042.2995
369,-7988005.1592,505076.4905000002
370,-5888006.0611499995,-1095337.7683
371,-5342006.295650001,-1556063.0852555556
372,-8408004.978799999,262589.4815999996
373,-6644005.73645,-1386322.1789999998
374,-8030005.141149999,44351.17360000022
375,-5636006.1694,-1725803.9914999998
376,-11726003.553700002,3972640.717900001
377,-7232005.4838999985,-610363.7504999995
378,-6518005.79055,-877099.4603
379,-5846006.0792,-3059482.5404999997
380,-9038004.708199998,2420723.8608999997
381,-6392005.844672221,359584.2851444443
382,-6224005.916827777,-76892.33090000041
383,-4754006.548199999,-1459068.2816999997
384,-11726003.553700002,6058028.994544445
385,-7274005.465849999,-1604560.487
386,-6518005.79055,-537617.6478
387,-10088004.257227778,4093884.2224000003
388,-6308005.88075,359584.2851444443
389,-5636006.169399999,-755855.9558444443
390,-8240005.05095,-755855.9558444445
391,-12692003.1388,3560412.8028
392,-12818003.0847,5912536.789200001
393,-7400005.411727778,-998342.9647555555
394,-7442005.3937,-4514404.5940000005
395,-8156005.087027778,1232537.5172000001
396,-8534004.924700001,674817.3967000004
397,-6560005.772499999,-1968291.0003999998
398,-9080004.690172223,4433366.034844444
399,-11096003.8243,2396475.16
400,-11054003.842327777,2614713.468
401,-9794004.3835,6979479.6284
402,-5426006.259572223,-1410570.8798999996
403,-5636006.1694,-1628809.1878999996
404,-7820005.23135,1087045.3118999999
405,-7190005.501927775,335335.5842555558
406,-11390003.698000003,4409117.333955556
407,-7946005.177227779,-877099.4602999999
408,-10592004.040749999,5936785.490099999
409,-6182005.934872222,-3689948.7636999995
410,-9794004.3835,5621552.378500001
411,-9836004.365472222,3802899.8116999995
412,-7148005.519972222,-1483316.9826
413,-14078002.543499999,6785490.0213
414,-8030005.14115,-1362073.4781000002
415,-11306003.734100001,2663210.8698000005
416,-7190005.501927777,-246633.23709999956
417,-7064005.55605,650568.6958
418,-7274005.46585,771812.2002999998
419,-14792002.236849999,7003728.3293
420,-8996004.72625,2444972.5618000003
421,-6224005.916827778,-1143835.1701
422,-11264003.752127778,2396475.16
423,-12146003.373300001,5282070.566
424,-7778005.249400001,-4223420.183300001
425,-6350005.8626999995,-1216581.2728
426,-11222003.770172222,4215127.7268
427,-10214004.2031,5815541.9856
428,-8240005.050950001,2202485.5528999995
429,-14246002.471350003,6639997.815900001
430,-9500004.5098,3269428.3921
431,-5384006.2776,-755855.9558444445
432,-9500004.5098,1669014.1332999999
433,-11180003.788199998,3851397.2134555555
434,-8954004.7443,5961034.191
435,-7988005.159199999,-804353.3576000001
436,-7274005.46585,-4146.228199999779
437,-4124006.8187999995,-561866.3486999999
438,-4334006.7286,-1168083.8709999996
439,-5678006.15135,-537617.6477999999
440,-11684003.57175,4481863.436599999
441,-5636006.169400001,-561866.3487
442,-5678006.151349999,-1604560.487
443,-7106005.538000001,-246633.23709999956
444,-10298004.167027777,3487666.7000999996
445,-9080004.690172222,2444972.5618000003
446,-6224005.916827778,-464871.54515555565
447,-7988005.1592,699066.0975999999
448,-10634004.0227,5912536.7892
449,-10592004.040749999,3899894.6151999994
450,-4544006.6384000005,-852850.7594000003
451,-11936003.463500002,6955230.9275
452,-6266005.8988,44351.17360000023
453,-6350005.862699999,189843.3789
454,-5972006.025072222,-1628809.1879
455,-7106005.537999998,965801.8074000002
456,-7652005.303500001,5451811.472300001
457,-8240005.050950001,-319379.3397999998
458,-7652005.303500001,699066.0976
459,-6098005.970949999,383832.98599999957
460,-7190005.501927776,-4950881.21
461,-7694005.28545,335335.58425555594
462,-7820005.23135,699066.0976
463,-6266005.898800001,-1556063.0852555556
464,-7316005.447799999,-1337824.7771999997
465,-7904005.195272223,-125389.73269999957
466,-9416004.545849998,7246215.3382
467,-5342006.29565,-1895544.8977
468,-5468006.241527778,-2016788.4022000001
469,-5468006.241527777,-1483316.9826000002
470,-11054003.842327775,1887252.4413
471,-5930006.0431,-683109.8532000001
472,-12440003.247050002,5500308.874055556
473,-7022005.5741,-1362073.4781000002
474,-5510006.223499999,-974094.2639000001
475,-6896005.628199999,1135542.7136555556
476,-7694005.28545,820309.6020999998
477,-7316005.4478,-1677306.5897
478,-10298004.167027779,3875645.914344445
479,-10760003.9686,1959998.5439555552
480,-14414002.399200004,6688495.2177
481,-12020003.427427778,3220930.9902999997
482,-5972006.025072222,-513368.9469000003
483,-11810003.517627778,5379065.369599999
484,-6896005.628199998,-1143835.1701000002
485,-8618004.8886,723314.7984999997
486,-11768003.535672221,4724350.445500001
487,-6896005.628199998,-2259275.4110999997
488,-9290004.599972222,4506112.137499999
489,-7400005.411727779,-5266114.321599999
490,-12104003.39135,5209324.4634
491,-9752004.401550002,5451811.472300001
492,-9752004.401550002,5354816.668700002
493,-10592004.04075,4918340.052700001
494,-8156005.087027776,-949845.5629999996
495,-6854005.646249999,-3738446.1654444444
496,-9122004.672127778,4360619.932199999
497,-6182005.934872224,-1944042.2995000002
498,-7610005.32155,383832.9859999996
499,-5594006.1874,-343628.0407000001
500,-8156005.087027777,844558.3030000001
501,-5048006.421927776,-1580311.7861444443
502,-7946005.177227778,-974094.2639
503,-13028002.994500002,5015334.856200001
504,-6770005.6822999995,335335.5842555558
505,-8912004.762327777,-561866.3487
506,-10592004.04075,4239376.427700001
507,-7568005.3396000005,-1822798.7950555556
508,-7358005.429772223,-925596.8620999999
509,-8744004.834499998,-367876.74159999983
510,-10298004.167027777,4021138.1196999997
511,-7316005.447799999,-1774301.3933
512,-5888006.06115,-998342.9647555554
513,-9500004.509800002,1523521.9278999995
514,-8072005.1230999995,-1434819.5808
515,-5846006.0792,-2429016.3172999998
516,-10130004.2392,4603106.941100001
517,-7484005.37565,553573.8923000004
518,-7736005.267399999,-3617202.6609999994
519,-11726003.553700002,5912536.7892
520,-8282005.032899999,-52643.62999999998
521,-7568005.3396000005,-3374715.6521
522,-11180003.7882,2396475.16
523,-7694005.28545,383832.9859999996
524,-7778005.2494,6979479.628400001
525,-5804006.0972,-3132228.6432
526,-12146003.373300001,2614713.4680000003
527,-6350005.862700001,238340.78070000003
528,-14246002.471350001,6785490.021299998
529,-5048006.421927777,-561866.3487
530,-7106005.538,-1944042.2995
531,-5174006.367799999,-1750052.6923999994
532,-11096003.824299999,4530360.838399999
533,-9836004.365472222,2105490.7493000003
534,-7274005.46585,432330.3877999997
535,-8408004.9788,-125389.73269999959
536,-7400005.411727777,-1628809.1879
537,-5846006.0792,-1750052.6923999994
538,-11684003.57175,6227769.900799999
539,-6350005.8627,335335.5842555558
540,-6266005.8988,-1507565.6834999998
541,-9206004.636049999,3827148.5126
542,-9542004.49175,4748599.146400001
543,-7736005.267400001,699066.0976
544,-5300006.3137,-1774301.3933
545,-5720006.133300001,-464871.54515555565
546,-11474003.661950001,3972640.7179000005
547,-10340004.149,4384868.6331
548,-11138003.80625,2032744.6465999996
549,-10256004.185072225,3608910.2045444446
550,-7526005.357599999,-3980933.174355555
551,-4922006.476049999,-1604560.487
552,-4586006.62035,-1022591.6656444444
553,-5636006.1694,-1095337.7683
554,-6476005.8086,-1337824.7772000001
555,-7694005.285449999,-1604560.487
556,-5342006.295650001,-1944042.2995
557,-4628006.602299999,-1774301.3933
558,-6140005.9529,-1919793.5985999997
559,-9416004.545849998,4578858.2402
560,-6224005.9168277765,456579.0887000002
561,-7820005.231350001,-1386322.179
562,-12398003.2651,4409117.333955555
563,-10256004.185072223,6858236.123955555
564,-11180003.7882,3560412.8028
565,-7484005.375650003,5257821.865144445
566,-6476005.808600001,-2889741.6343
567,-6350005.8627,529325.1914000001
568,-5090006.403899999,-198135.83535555584
569,-8240005.050949999,7391707.543555556
570,-7904005.195272223,-1531814.3844000003
571,-7610005.3215499995,-1847047.4959444446
572,-5048006.421927778,-1434819.5808
573,-6308005.88075,-319379.3397999998
574,-8156005.087027776,456579.08870000025
575,-11264003.752127778,5839790.6865
576,-6938005.610172221,-2283524.112
577,-7736005.267399999,-1968291.0003999996
578,-4712006.566249999,-658861.1522999997
579,-4754006.548199999,-925596.8620999999
580,-5762006.11525,-1992539.7013000003
581,-8870004.780372223,-52643.630000000005
582,-8366004.996827777,-1604560.487
583,-5636006.169399999,-998342.9647555554
584,-6266005.8988,-1216581.2728
585,-12230003.337227777,4409117.333955556
586,-4922006.47605,-1847047.4959444446
587,-12776003.102727776,6761241.3204
588,-6896005.628199998,-4344663.6877
589,-7610005.3215499995,-1362073.4781
590,-5888006.0611499995,-270881.93799999956
591,-6686005.718400001,868807.0038555557
592,-5006006.439972222,-1410570.8798999996
593,-6602005.754500001,-780104.6566999997
594,-6728005.7003500005,-1240829.9737
595,-7652005.303499999,-1531814.3844000003
596,-8408004.9788,747563.4994
597,-4166006.800749999,-586115.0495999999
598,-7400005.411727779,311086.8833999998
599,-12020003.427427778,4433366.034844444
600,-7736005.267399999,-2307772.8129000003
601,-7988005.1592,844558.3030000002
602,-4418006.6925,-1556063.0852555556
603,-7694005.28545,-1653057.8888000005
604,-7946005.177227777,1111294.0127999997
605,-7778005.249399999,-1168083.8709999996
606,-6854005.646250001,-246633.2370999996
607,-7190005.501927776,771812.2002999998
608,-11726003.553700002,5282070.565999999
609,-7610005.3215499995,141345.97709999979
610,-4922006.476049999,-537617.6477999999
611,-8366004.996827777,-1071089.0673999994
612,-6602005.754500001,-1022591.6656444443
613,-5762006.11525,-198135.8353555558
614,-5006006.439972223,-974094.2639000004
615,-7652005.3035,-1046840.3664999999
616,-13322002.8682,6833987.423099999
617,-8786004.816450002,-877099.4603
618,-12944003.030572224,7294712.740000001
619,-7904005.195272223,553573.8923000004
620,-4628006.602299999,-1289327.3754444441
621,-6476005.8086,-1628809.1878999998
622,-9878004.347427778,4118132.9233
623,-5930006.043099999,-2041037.1031000002
624,-5678006.15135,-1022591.6656444442
625,-7652005.3035,-949845.5629999996
626,-10256004.185072225,4627355.642
627,-11936003.463500002,3414920.597400001
628,-8324005.014872223,844558.3030000003
629,-6266005.8988,-392125.4425000003
630,-11558003.625850001,4021138.1197
631,-7568005.3396000005,-998342.9647555555
632,-4208006.782699999,-561866.3486999999
633,-8072005.1230999995,-998342.9647555553
634,-5048006.421927776,-1919793.5985999997
635,-11348003.716050003,6276267.302600001
636,-6602005.754500001,-392125.4425000003
637,-7232005.4839,-4102176.6788000003
638,-10844003.932527779,6906733.5257
639,-5888006.0611499995,20102.47269999981
640,-6476005.8086,-1143835.1701
641,-12356003.283100002,4093884.2224
642,-7988005.159199999,-1143835.1701
643,-9248004.618,7003728.329299999
644,-7946005.177227778,-1265078.6745555557
645,-8198005.069000001,141345.97709999979
646,-12902003.0486,5282070.566
647,-6686005.718400001,-4077927.9779
648,-12104003.391350001,5645801.079400001
649,-6140005.9529,-416374.1434
650,-5090006.403899998,-1071089.0673999996
651,-8786004.816450002,4942588.753555556
652,-14288002.4533,6809738.722199999
653,-11642003.5898,3633158.9054000005
654,-11558003.625850001,5961034.191
655,-8660004.87055,165594.6780000002
656,-7190005.501927779,286838.1825000001
657,-9164004.654099999,2493469.963555556
658,-8198005.069,820309.6020999998
659,-6602005.754500001,-3156477.3440999994
660,-5762006.11525,-2041037.1031000002
661,-8576004.90665,-125389.73269999959
662,-5636006.1694,-1677306.5897
663,-8828004.798400002,5354816.668700001
664,-7106005.538000002,-52643.62999999999
665,-9836004.365472222,8313158.1774
666,-4292006.746627778,-658861.1522999998
667,-11432003.68,3851397.213455555
668,-6812005.664299999,-2016788.4021999997
669,-9122004.672127778,917304.4056000003
670,-6266005.8988,-1362073.4781000002
671,-8408004.9788,-707358.5541
672,-8072005.1231,-804353.3576000001
673,-7568005.3396,-367876.7416
674,-5258006.331727779,-731607.2549555555
675,-11936003.463500002,4772847.847300001
676,-5972006.0250722235,-28394.929100000198
677,-7610005.3215499995,-1556063.0852555556
678,-5930006.0431,-1895544.8977
679,-6224005.9168277765,359584.2851444443
680,-4292006.746627778,-1046840.3665000002
681,-7736005.2674,-755855.9558444445
682,-7442005.3937,-877099.4602999999
683,-13028002.994500004,6227769.9008
684,-8492004.9427,-28394.9291000002
685,-4796006.530150001,-1919793.5986
686,-5930006.0431,529325.1914000001
687,-7106005.538,-2235026.7101999996
688,-11810003.517627778,5039583.5571
689,-10760003.968600001,3899894.6152
690,-4880006.4941,-2501762.4200000004
691,-10130004.2392,3924143.3161000004
692,-10172004.22115,7149220.5346444445
693,-7778005.2494,383832.9859999996
694,-6938005.610172221,-343628.0407000002
695,-6938005.61017222,1062796.6109999996
696,-6014006.007027778,-101141.0318
697,-10172004.22115,3802899.8116999995
698,-7778005.2494,1111294.0127999997
699,-6434005.826627777,-1071089.0673999994
700,-8576004.90665,5742795.882999999
701,-12272003.3192,5548806.2758
702,-8072005.1230999995,941553.1064999999
703,-8282005.032899999,-1362073.4781000002
704,-7232005.4839,-1095337.7682999999
705,-5972006.025072222,-2016788.4022000001
706,-7862005.213299997,-1168083.8709999996
707,-9332004.581927778,4093884.2224000003
708,-8282005.032899999,238340.78070000003
709,-7232005.483899999,-1725803.9915
710,-13574002.760000002,7464453.6462
711,-5090006.4039,-1410570.8799
712,-8954004.7443,6300516.003455554
713,-8954004.7443,5039583.5571
714,-7148005.519972222,-658861.1522999998
715,-4628006.602299999,-1580311.7861444445
716,-8408004.9788,165594.6780000002
717,-10550004.0588,3875645.9143444444
718,-10214004.2031,1741760.2359
719,-8450004.960750002,917304.4056000004
720,-11726003.5537,3390671.8965000003
721,-9290004.599972222,6203521.1999
722,-5678006.15135,-1216581.2728000002
723,-5930006.043099999,-974094.2638999999
724,-7862005.213300001,1305283.6199000003
725,-7232005.4838999985,-1677306.5896999997
726,-7568005.339600001,505076.49050000025
727,-10970003.8784,4748599.1464
728,-7778005.2494,-1216581.2728
729,-8114005.105072223,-1313576.0763000005
